year,city,state,city_tier,population_approx,median_salary_gross_usd_monthly,median_salary_net_usd_monthly,median_salary_gross_usd_annual,national_median_gross_usd_monthly,national_median_gross_usd_annual,national_mean_gross_usd_monthly,fed_min_wage_usd_hourly,salary_to_national_ratio,cpi_annual_pct,cost_of_living_index,rent_1br_city_center_usd,rent_1br_outside_center_usd,meal_cheap_restaurant_usd,groceries_monthly_usd,public_transport_monthly_usd,est_monthly_cost_single_usd,affordability_ratio,rent_to_income_pct,data_source
2013,San Diego,California,city_large,1386000,3682,2688,44184,2923,35080,3870,7.25,1.26,1.5,89.4,1167,874,12,336,60,1622,1.66,23.7,numbeo
2014,San Diego,California,city_large,1386000,3656,2669,43872,2962,35540,3936,7.25,1.234,1.6,90.1,1237,945,12,329,63,1690,1.58,25.8,numbeo
2015,San Diego,California,city_large,1386000,3795,2770,45540,3017,36200,4027,7.25,1.258,0.1,90.8,1231,902,12,344,62,1661,1.67,23.8,numbeo
2016,San Diego,California,city_large,1386000,3880,2832,46560,3087,37040,4136,7.25,1.257,1.3,90.3,1215,961,12,358,63,1737,1.63,24.8,numbeo
2017,San Diego,California,city_large,1386000,3879,2832,46548,3141,37690,4218,7.25,1.235,2.1,91.2,1219,948,12,345,63,1713,1.65,24.4,numbeo
2018,San Diego,California,city_large,1386000,4171,3045,50052,3220,38640,4330,7.25,1.295,2.4,92.2,1306,968,13,354,64,1766,1.72,23.2,numbeo
2019,San Diego,California,city_large,1386000,4267,3115,51204,3318,39810,4458,7.25,1.286,1.8,91.2,1257,959,13,368,66,1775,1.75,22.5,numbeo
2020,San Diego,California,city_large,1386000,4561,3330,54732,3496,41950,4692,7.25,1.305,1.2,91.6,1324,1011,13,380,68,1843,1.81,22.2,numbeo
2021,San Diego,California,city_large,1386000,5051,3687,60612,3813,45760,4855,7.25,1.325,4.7,91.9,1384,1005,13,384,67,1846,2.0,19.9,numbeo
2022,San Diego,California,city_large,1386000,4989,3642,59868,3859,46310,5158,7.25,1.293,8.0,92.1,1554,1136,15,431,73,2080,1.75,22.8,numbeo
2023,San Diego,California,city_large,1386000,5138,3751,61656,4005,48060,5456,7.25,1.283,4.1,92.3,1591,1174,16,438,77,2155,1.74,22.8,numbeo
2024,San Diego,California,city_large,1386000,5581,4074,66972,4167,50000,5660,7.25,1.339,2.9,93.0,1595,1245,17,432,77,2244,1.82,22.3,numbeo
2010,San Jose,California,city_large,1030000,4697,3429,56364,2820,33840,3622,7.25,1.666,1.6,101.6,1125,798,11,323,54,1499,2.29,17.0,numbeo
2011,San Jose,California,city_large,1030000,4736,3457,56832,2872,34460,3701,7.25,1.649,3.2,100.4,1205,825,11,328,59,1540,2.24,17.4,numbeo
2012,San Jose,California,city_large,1030000,4949,3613,59388,2896,34750,3769,7.25,1.709,2.1,102.2,1186,861,12,323,58,1592,2.27,17.4,numbeo
2013,San Jose,California,city_large,1030000,5042,3681,60504,2923,35080,3870,7.25,1.725,1.5,100.9,1168,868,12,341,61,1622,2.27,17.2,numbeo
2014,San Jose,California,city_large,1030000,5135,3749,61620,2962,35540,3936,7.25,1.734,1.6,102.0,1193,871,12,353,63,1640,2.29,17.0,numbeo
2015,San Jose,California,city_large,1030000,5199,3795,62388,3017,36200,4027,7.25,1.723,0.1,102.6,1219,909,12,338,62,1662,2.28,17.5,numbeo
2016,San Jose,California,city_large,1030000,5381,3928,64572,3087,37040,4136,7.25,1.743,1.3,103.3,1240,961,13,345,59,1740,2.26,17.9,numbeo
2017,San Jose,California,city_large,1030000,5375,3924,64500,3141,37690,4218,7.25,1.711,2.1,102.2,1217,983,13,338,63,1761,2.23,18.3,numbeo
2018,San Jose,California,city_large,1030000,5499,4014,65988,3220,38640,4330,7.25,1.708,2.4,103.2,1242,928,12,372,64,1724,2.33,16.9,numbeo
2019,San Jose,California,city_large,1030000,5776,4216,69312,3318,39810,4458,7.25,1.741,1.8,103.0,1341,941,13,359,65,1747,2.41,16.3,numbeo
2020,San Jose,California,city_large,1030000,5991,4373,71892,3496,41950,4692,7.25,1.714,1.2,104.5,1325,986,13,358,64,1792,2.44,16.5,numbeo
2021,San Jose,California,city_large,1030000,6815,4975,81780,3813,45760,4855,7.25,1.787,4.7,104.3,1421,1001,14,387,71,1869,2.66,14.7,numbeo
2022,San Jose,California,city_large,1030000,6696,4888,80352,3859,46310,5158,7.25,1.735,8.0,104.3,1504,1115,15,424,73,2052,2.38,16.7,numbeo
2023,San Jose,California,city_large,1030000,7294,5325,87528,4005,48060,5456,7.25,1.821,4.1,105.0,1484,1181,16,446,79,2172,2.45,16.2,numbeo
2024,San Jose,California,city_large,1030000,7471,5454,89652,4167,50000,5660,7.25,1.793,2.9,105.7,1610,1174,16,452,82,2178,2.5,15.7,numbeo
2010,San Francisco,California,city_large,874000,4272,3119,51264,2820,33840,3622,7.25,1.515,1.6,103.5,1095,854,11,318,54,1550,2.01,20.0,numbeo
2011,San Francisco,California,city_large,874000,4598,3357,55176,2872,34460,3701,7.25,1.601,3.2,103.8,1199,844,11,316,58,1546,2.17,18.4,numbeo
2012,San Francisco,California,city_large,874000,4614,3368,55368,2896,34750,3769,7.25,1.593,2.1,103.7,1158,856,12,332,61,1599,2.11,18.6,numbeo
2013,San Francisco,California,city_large,874000,4550,3322,54600,2923,35080,3870,7.25,1.557,1.5,104.6,1216,881,12,334,60,1627,2.04,19.4,numbeo
2014,San Francisco,California,city_large,874000,4725,3449,56700,2962,35540,3936,7.25,1.595,1.6,105.3,1266,909,12,344,60,1666,2.07,19.2,numbeo
2015,San Francisco,California,city_large,874000,4743,3462,56916,3017,36200,4027,7.25,1.572,0.1,105.2,1211,879,12,335,59,1626,2.13,18.5,numbeo
2016,San Francisco,California,city_large,874000,4959,3620,59508,3087,37040,4136,7.25,1.606,1.3,105.0,1190,877,13,352,61,1665,2.17,17.7,numbeo
2017,San Francisco,California,city_large,874000,5007,3655,60084,3141,37690,4218,7.25,1.594,2.1,105.6,1291,939,13,339,61,1716,2.13,18.8,numbeo
2018,San Francisco,California,city_large,874000,5489,4007,65868,3220,38640,4330,7.25,1.705,2.4,106.2,1218,988,13,366,62,1796,2.23,18.0,numbeo
2019,San Francisco,California,city_large,874000,5583,4076,66996,3318,39810,4458,7.25,1.683,1.8,107.0,1339,1003,13,381,66,1832,2.22,18.0,numbeo
2020,San Francisco,California,city_large,874000,5776,4216,69312,3496,41950,4692,7.25,1.652,1.2,106.3,1312,958,14,379,68,1809,2.33,16.6,numbeo
2021,San Francisco,California,city_large,874000,6439,4700,77268,3813,45760,4855,7.25,1.689,4.7,107.6,1426,1075,13,374,69,1908,2.46,16.7,numbeo
2022,San Francisco,California,city_large,874000,6728,4911,80736,3859,46310,5158,7.25,1.743,8.0,107.0,1538,1081,14,427,72,2000,2.46,16.1,numbeo
2023,San Francisco,California,city_large,874000,6671,4870,80052,4005,48060,5456,7.25,1.666,4.1,108.4,1530,1153,15,454,75,2128,2.29,17.3,numbeo
2024,San Francisco,California,city_large,874000,7110,5190,85320,4167,50000,5660,7.25,1.706,2.9,108.7,1624,1239,16,435,77,2221,2.34,17.4,numbeo
2010,Sacramento,California,city_large,524000,3188,2327,38256,2820,33840,3622,7.25,1.13,1.6,82.0,1107,819,11,303,55,1501,1.55,25.7,numbeo
2011,Sacramento,California,city_large,524000,3303,2411,39636,2872,34460,3701,7.25,1.15,3.2,83.4,1204,841,12,317,57,1563,1.54,25.5,numbeo
2012,Sacramento,California,city_large,524000,3444,2514,41328,2896,34750,3769,7.25,1.189,2.1,82.6,1170,913,11,330,57,1630,1.54,26.5,numbeo
2013,Sacramento,California,city_large,524000,3290,2402,39480,2923,35080,3870,7.25,1.126,1.5,83.2,1234,877,12,331,58,1618,1.48,26.7,numbeo
2014,Sacramento,California,city_large,524000,3387,2473,40644,2962,35540,3936,7.25,1.143,1.6,84.2,1236,890,12,346,58,1647,1.5,26.3,numbeo
2015,Sacramento,California,city_large,524000,3567,2604,42804,3017,36200,4027,7.25,1.182,0.1,83.9,1185,872,12,350,59,1634,1.59,24.4,numbeo
2016,Sacramento,California,city_large,524000,3577,2611,42924,3087,37040,4136,7.25,1.159,1.3,83.9,1278,911,12,345,62,1673,1.56,25.5,numbeo
2017,Sacramento,California,city_large,524000,3723,2718,44676,3141,37690,4218,7.25,1.185,2.1,84.1,1261,960,12,354,63,1734,1.57,25.8,numbeo
2018,Sacramento,California,city_large,524000,3849,2810,46188,3220,38640,4330,7.25,1.195,2.4,84.0,1227,990,13,350,65,1785,1.57,25.7,numbeo
2019,Sacramento,California,city_large,524000,4013,2929,48156,3318,39810,4458,7.25,1.209,1.8,84.0,1352,981,13,382,64,1809,1.62,24.4,numbeo
2020,Sacramento,California,city_large,524000,4217,3078,50604,3496,41950,4692,7.25,1.206,1.2,84.6,1312,1009,13,379,67,1839,1.67,23.9,numbeo
2021,Sacramento,California,city_large,524000,4589,3350,55068,3813,45760,4855,7.25,1.204,4.7,85.4,1420,1004,14,376,69,1859,1.8,21.9,numbeo
2022,Sacramento,California,city_large,524000,4688,3422,56256,3859,46310,5158,7.25,1.215,8.0,85.7,1495,1132,16,436,75,2103,1.63,24.1,numbeo
2023,Sacramento,California,city_large,524000,4895,3573,58740,4005,48060,5456,7.25,1.222,4.1,85.9,1537,1113,16,430,79,2088,1.71,22.7,numbeo
2024,Sacramento,California,city_large,524000,5043,3681,60516,4167,50000,5660,7.25,1.21,2.9,85.9,1671,1207,15,461,80,2198,1.67,23.9,numbeo
2010,Fresno,California,city_medium,542000,3325,2427,39900,2820,33840,3622,7.25,1.179,1.6,59.4,849,667,10,272,45,1288,1.88,20.1,bls_modeled
2011,Fresno,California,city_medium,542000,3503,2557,42036,2872,34460,3701,7.25,1.22,3.2,61.2,846,672,10,275,47,1302,1.96,19.2,bls_modeled
2012,Fresno,California,city_medium,542000,3589,2620,43068,2896,34750,3769,7.25,1.239,2.1,61.2,854,686,10,297,47,1340,1.96,19.1,bls_modeled
2013,Fresno,California,city_medium,542000,3643,2659,43716,2923,35080,3870,7.25,1.246,1.5,60.4,851,700,11,294,47,1373,1.94,19.2,bls_modeled
2014,Fresno,California,city_medium,542000,3703,2703,44436,2962,35540,3936,7.25,1.25,1.6,61.5,937,697,10,293,49,1352,2.0,18.8,bls_modeled
2015,Fresno,California,city_medium,542000,3704,2704,44448,3017,36200,4027,7.25,1.228,0.1,62.3,920,719,11,306,48,1406,1.92,19.4,bls_modeled
2016,Fresno,California,city_medium,542000,3882,2834,46584,3087,37040,4136,7.25,1.258,1.3,62.8,958,716,11,305,51,1407,2.01,18.4,bls_modeled
2017,Fresno,California,city_medium,542000,3999,2919,47988,3141,37690,4218,7.25,1.273,2.1,61.8,942,766,11,307,52,1462,2.0,19.2,bls_modeled
2018,Fresno,California,city_medium,542000,4138,3021,49656,3220,38640,4330,7.25,1.285,2.4,62.5,936,735,11,320,52,1447,2.09,17.8,bls_modeled
2019,Fresno,California,city_medium,542000,4202,3067,50424,3318,39810,4458,7.25,1.266,1.8,62.8,977,789,11,322,53,1506,2.04,18.8,bls_modeled
2020,Fresno,California,city_medium,542000,4451,3249,53412,3496,41950,4692,7.25,1.273,1.2,63.7,956,750,12,314,52,1480,2.2,16.9,bls_modeled
2021,Fresno,California,city_medium,542000,4796,3501,57552,3813,45760,4855,7.25,1.258,4.7,63.9,1068,846,12,327,58,1601,2.19,17.6,bls_modeled
2022,Fresno,California,city_medium,542000,5145,3756,61740,3859,46310,5158,7.25,1.333,8.0,64.0,1164,855,13,366,62,1683,2.23,16.6,bls_modeled
2023,Fresno,California,city_medium,542000,5455,3982,65460,4005,48060,5456,7.25,1.362,4.1,64.9,1113,893,14,376,61,1756,2.27,16.4,bls_modeled
2024,Fresno,California,city_medium,542000,5448,3977,65376,4167,50000,5660,7.25,1.307,2.9,65.6,1166,918,14,391,66,1805,2.2,16.9,bls_modeled
2010,Oakland,California,city_large,440000,3685,2690,44220,2820,33840,3622,7.25,1.307,1.6,69.5,1102,834,11,307,54,1519,1.77,22.6,bls_modeled
2011,Oakland,California,city_large,440000,3878,2831,46536,2872,34460,3701,7.25,1.35,3.2,70.0,1126,873,11,313,56,1570,1.8,22.5,bls_modeled
2012,Oakland,California,city_large,440000,3897,2845,46764,2896,34750,3769,7.25,1.346,2.1,71.2,1152,871,11,337,60,1598,1.78,22.4,bls_modeled
2013,Oakland,California,city_large,440000,3859,2817,46308,2923,35080,3870,7.25,1.32,1.5,71.8,1241,893,12,342,61,1648,1.71,23.1,bls_modeled
2014,Oakland,California,city_large,440000,3997,2918,47964,2962,35540,3936,7.25,1.349,1.6,72.2,1166,919,12,353,61,1686,1.73,23.0,bls_modeled
2015,Oakland,California,city_large,440000,4006,2924,48072,3017,36200,4027,7.25,1.328,0.1,72.8,1220,944,13,337,62,1716,1.7,23.6,bls_modeled
2016,Oakland,California,city_large,440000,4273,3119,51276,3087,37040,4136,7.25,1.384,1.3,73.0,1206,903,12,357,61,1676,1.86,21.1,bls_modeled
2017,Oakland,California,city_large,440000,4339,3167,52068,3141,37690,4218,7.25,1.381,2.1,72.5,1257,947,12,352,64,1720,1.84,21.8,bls_modeled
2018,Oakland,California,city_large,440000,4624,3376,55488,3220,38640,4330,7.25,1.436,2.4,73.6,1295,919,12,367,64,1710,1.97,19.9,bls_modeled
2019,Oakland,California,city_large,440000,4526,3304,54312,3318,39810,4458,7.25,1.364,1.8,73.4,1341,997,13,370,65,1814,1.82,22.0,bls_modeled
2020,Oakland,California,city_large,440000,5075,3705,60900,3496,41950,4692,7.25,1.452,1.2,74.0,1264,1015,13,371,64,1834,2.02,20.0,bls_modeled
2021,Oakland,California,city_large,440000,5352,3907,64224,3813,45760,4855,7.25,1.404,4.7,75.0,1362,1056,14,381,68,1915,2.04,19.7,bls_modeled
2022,Oakland,California,city_large,440000,5517,4027,66204,3859,46310,5158,7.25,1.43,8.0,75.1,1454,1066,15,436,77,2019,1.99,19.3,bls_modeled
2023,Oakland,California,city_large,440000,5813,4243,69756,4005,48060,5456,7.25,1.451,4.1,75.6,1607,1217,16,447,79,2209,1.92,20.9,bls_modeled
2024,Oakland,California,city_large,440000,5955,4347,71460,4167,50000,5660,7.25,1.429,2.9,76.1,1648,1184,17,465,78,2217,1.96,19.9,bls_modeled
2010,Long Beach,California,city_large,466000,3690,2694,44280,2820,33840,3622,7.25,1.309,1.6,70.8,1094,868,11,306,54,1552,1.74,23.5,bls_modeled
2011,Long Beach,California,city_large,466000,3885,2836,46620,2872,34460,3701,7.25,1.353,3.2,71.3,1179,856,11,328,55,1567,1.81,22.0,bls_modeled
2012,Long Beach,California,city_large,466000,3889,2839,46668,2896,34750,3769,7.25,1.343,2.1,70.7,1120,839,12,340,60,1589,1.79,21.6,bls_modeled
2013,Long Beach,California,city_large,466000,3889,2839,46668,2923,35080,3870,7.25,1.33,1.5,70.9,1210,907,12,323,62,1644,1.73,23.3,bls_modeled
2014,Long Beach,California,city_large,466000,4016,2932,48192,2962,35540,3936,7.25,1.356,1.6,71.3,1168,895,12,334,61,1643,1.78,22.3,bls_modeled
2015,Long Beach,California,city_large,466000,4205,3070,50460,3017,36200,4027,7.25,1.394,0.1,72.8,1202,921,12,341,59,1674,1.83,21.9,bls_modeled
2016,Long Beach,California,city_large,466000,4349,3175,52188,3087,37040,4136,7.25,1.409,1.3,71.9,1269,895,13,339,62,1671,1.9,20.6,bls_modeled
2017,Long Beach,California,city_large,466000,4491,3278,53892,3141,37690,4218,7.25,1.43,2.1,73.3,1293,956,12,341,62,1716,1.91,21.3,bls_modeled
2018,Long Beach,California,city_large,466000,4571,3337,54852,3220,38640,4330,7.25,1.42,2.4,73.4,1228,920,12,365,66,1711,1.95,20.1,bls_modeled
2019,Long Beach,California,city_large,466000,4766,3479,57192,3318,39810,4458,7.25,1.436,1.8,73.8,1310,971,13,365,64,1782,1.95,20.4,bls_modeled
2020,Long Beach,California,city_large,466000,4789,3496,57468,3496,41950,4692,7.25,1.37,1.2,74.9,1347,1014,13,383,67,1848,1.89,21.2,bls_modeled
2021,Long Beach,California,city_large,466000,5560,4059,66720,3813,45760,4855,7.25,1.458,4.7,74.6,1418,999,13,396,69,1854,2.19,18.0,bls_modeled
2022,Long Beach,California,city_large,466000,5360,3913,64320,3859,46310,5158,7.25,1.389,8.0,74.9,1539,1128,15,423,78,2069,1.89,21.0,bls_modeled
2023,Long Beach,California,city_large,466000,5856,4275,70272,4005,48060,5456,7.25,1.462,4.1,75.3,1546,1201,15,448,77,2172,1.97,20.5,bls_modeled
2024,Long Beach,California,city_large,466000,5891,4300,70692,4167,50000,5660,7.25,1.414,2.9,76.1,1588,1220,16,435,81,2206,1.95,20.7,bls_modeled
2010,Seattle,Washington,city_large,737000,4113,3002,49356,2820,33840,3622,7.25,1.459,1.6,87.5,1136,842,11,310,55,1531,1.96,20.5,numbeo
2011,Seattle,Washington,city_large,737000,4061,2965,48732,2872,34460,3701,7.25,1.414,3.2,88.1,1163,855,11,316,59,1558,1.9,21.1,numbeo
2012,Seattle,Washington,city_large,737000,4187,3057,50244,2896,34750,3769,7.25,1.446,2.1,88.5,1215,920,12,319,59,1648,1.85,22.0,numbeo
2013,Seattle,Washington,city_large,737000,4301,3140,51612,2923,35080,3870,7.25,1.471,1.5,89.1,1192,911,12,333,61,1657,1.89,21.2,numbeo
2014,Seattle,Washington,city_large,737000,4495,3281,53940,2962,35540,3936,7.25,1.518,1.6,89.5,1244,939,12,331,58,1681,1.95,20.9,numbeo
2015,Seattle,Washington,city_large,737000,4496,3282,53952,3017,36200,4027,7.25,1.49,0.1,89.0,1251,934,13,348,61,1716,1.91,20.8,numbeo
2016,Seattle,Washington,city_large,737000,4835,3530,58020,3087,37040,4136,7.25,1.566,1.3,90.5,1192,883,12,351,59,1648,2.14,18.3,numbeo
2017,Seattle,Washington,city_large,737000,4727,3451,56724,3141,37690,4218,7.25,1.505,2.1,89.6,1234,925,13,363,64,1729,2.0,19.6,numbeo
2018,Seattle,Washington,city_large,737000,5130,3745,61560,3220,38640,4330,7.25,1.593,2.4,90.8,1339,929,13,366,65,1740,2.15,18.1,numbeo
2019,Seattle,Washington,city_large,737000,5429,3963,65148,3318,39810,4458,7.25,1.636,1.8,91.5,1358,942,13,373,65,1762,2.25,17.4,numbeo
2020,Seattle,Washington,city_large,737000,5688,4152,68256,3496,41950,4692,7.25,1.627,1.2,90.2,1372,1019,14,362,66,1851,2.24,17.9,numbeo
2021,Seattle,Washington,city_large,737000,6114,4463,73368,3813,45760,4855,7.25,1.603,4.7,91.8,1355,1078,14,390,68,1946,2.29,17.6,numbeo
2022,Seattle,Washington,city_large,737000,6296,4596,75552,3859,46310,5158,7.25,1.632,8.0,91.8,1466,1168,15,421,72,2101,2.19,18.6,numbeo
2023,Seattle,Washington,city_large,737000,6597,4816,79164,4005,48060,5456,7.25,1.647,4.1,92.0,1542,1164,16,442,76,2148,2.24,17.6,numbeo
2024,Seattle,Washington,city_large,737000,7117,5195,85404,4167,50000,5660,7.25,1.708,2.9,92.1,1624,1244,15,432,77,2203,2.36,17.5,numbeo
2010,Spokane,Washington,city_medium,228000,3327,2429,39924,2820,33840,3622,7.25,1.18,1.6,58.7,873,672,9,273,44,1273,1.91,20.2,bls_modeled
2011,Spokane,Washington,city_medium,228000,3522,2571,42264,2872,34460,3701,7.25,1.226,3.2,60.6,898,679,11,287,46,1340,1.92,19.3,bls_modeled
2012,Spokane,Washington,city_medium,228000,3414,2492,40968,2896,34750,3769,7.25,1.179,2.1,60.5,836,722,10,290,49,1371,1.82,21.1,bls_modeled
2013,Spokane,Washington,city_medium,228000,3480,2540,41760,2923,35080,3870,7.25,1.191,1.5,60.2,858,732,10,299,50,1393,1.82,21.0,bls_modeled
2014,Spokane,Washington,city_medium,228000,3685,2690,44220,2962,35540,3936,7.25,1.244,1.6,61.2,883,740,11,292,49,1414,1.9,20.1,bls_modeled
2015,Spokane,Washington,city_medium,228000,3755,2741,45060,3017,36200,4027,7.25,1.245,0.1,61.2,942,748,10,286,48,1395,1.96,19.9,bls_modeled
2016,Spokane,Washington,city_medium,228000,4000,2920,48000,3087,37040,4136,7.25,1.296,1.3,61.5,885,746,11,308,49,1438,2.03,18.6,bls_modeled
2017,Spokane,Washington,city_medium,228000,4106,2997,49272,3141,37690,4218,7.25,1.307,2.1,63.4,895,748,11,315,52,1452,2.06,18.2,bls_modeled
2018,Spokane,Washington,city_medium,228000,4163,3039,49956,3220,38640,4330,7.25,1.293,2.4,63.0,938,734,11,309,54,1437,2.11,17.6,bls_modeled
2019,Spokane,Washington,city_medium,228000,4216,3078,50592,3318,39810,4458,7.25,1.271,1.8,63.6,988,745,11,324,53,1464,2.1,17.7,bls_modeled
2020,Spokane,Washington,city_medium,228000,4726,3450,56712,3496,41950,4692,7.25,1.352,1.2,63.8,1004,785,11,320,54,1503,2.3,16.6,bls_modeled
2021,Spokane,Washington,city_medium,228000,5018,3663,60216,3813,45760,4855,7.25,1.316,4.7,63.8,1080,787,12,327,54,1538,2.38,15.7,bls_modeled
2022,Spokane,Washington,city_medium,228000,5154,3762,61848,3859,46310,5158,7.25,1.336,8.0,65.5,1075,874,13,367,60,1701,2.21,17.0,bls_modeled
2023,Spokane,Washington,city_medium,228000,5273,3849,63276,4005,48060,5456,7.25,1.317,4.1,65.9,1157,899,14,383,64,1772,2.17,17.0,bls_modeled
2024,Spokane,Washington,city_medium,228000,5620,4103,67440,4167,50000,5660,7.25,1.349,2.9,65.3,1154,980,14,377,63,1850,2.22,17.4,bls_modeled
2010,Portland,Oregon,city_large,652000,3338,2437,40056,2820,33840,3622,7.25,1.184,1.6,80.2,1156,816,11,307,56,1503,1.62,24.4,numbeo
2011,Portland,Oregon,city_large,652000,3253,2375,39036,2872,34460,3701,7.25,1.133,3.2,80.9,1188,847,11,314,60,1549,1.53,26.0,numbeo
2012,Portland,Oregon,city_large,652000,3421,2497,41052,2896,34750,3769,7.25,1.181,2.1,81.4,1182,872,12,320,57,1599,1.56,25.5,numbeo
2013,Portland,Oregon,city_large,652000,3394,2478,40728,2923,35080,3870,7.25,1.161,1.5,81.9,1162,910,12,327,60,1649,1.5,26.8,numbeo
2014,Portland,Oregon,city_large,652000,3614,2638,43368,2962,35540,3936,7.25,1.22,1.6,80.9,1183,950,12,339,62,1704,1.55,26.3,numbeo
2015,Portland,Oregon,city_large,652000,3740,2730,44880,3017,36200,4027,7.25,1.24,0.1,82.5,1181,896,12,353,60,1662,1.64,24.0,numbeo
2016,Portland,Oregon,city_large,652000,3835,2800,46020,3087,37040,4136,7.25,1.242,1.3,82.3,1216,886,13,333,62,1656,1.69,23.1,numbeo
2017,Portland,Oregon,city_large,652000,3934,2872,47208,3141,37690,4218,7.25,1.252,2.1,82.0,1290,946,13,348,61,1732,1.66,24.0,numbeo
2018,Portland,Oregon,city_large,652000,3888,2838,46656,3220,38640,4330,7.25,1.207,2.4,82.2,1295,965,13,350,63,1758,1.61,24.8,numbeo
2019,Portland,Oregon,city_large,652000,4310,3146,51720,3318,39810,4458,7.25,1.299,1.8,83.4,1370,945,14,354,64,1765,1.78,21.9,numbeo
2020,Portland,Oregon,city_large,652000,4459,3255,53508,3496,41950,4692,7.25,1.275,1.2,82.5,1385,1030,13,359,64,1837,1.77,23.1,numbeo
2021,Portland,Oregon,city_large,652000,5056,3691,60672,3813,45760,4855,7.25,1.326,4.7,83.3,1315,1036,14,383,66,1895,1.95,20.5,numbeo
2022,Portland,Oregon,city_large,652000,5075,3705,60900,3859,46310,5158,7.25,1.315,8.0,84.2,1422,1120,15,429,72,2061,1.8,22.1,numbeo
2023,Portland,Oregon,city_large,652000,5092,3717,61104,4005,48060,5456,7.25,1.271,4.1,84.1,1505,1212,15,447,77,2182,1.7,23.8,numbeo
2024,Portland,Oregon,city_large,652000,5547,4049,66564,4167,50000,5660,7.25,1.331,2.9,83.6,1581,1223,16,465,77,2235,1.81,22.0,numbeo
2010,Eugene,Oregon,city_medium,177000,2973,2170,35676,2820,33840,3622,7.25,1.054,1.6,58.0,873,666,10,262,46,1278,1.7,22.4,bls_modeled
2011,Eugene,Oregon,city_medium,177000,3177,2319,38124,2872,34460,3701,7.25,1.106,3.2,58.5,836,652,10,289,45,1294,1.79,20.5,bls_modeled
2012,Eugene,Oregon,city_medium,177000,3274,2390,39288,2896,34750,3769,7.25,1.131,2.1,58.1,909,709,10,290,46,1355,1.76,21.7,bls_modeled
2013,Eugene,Oregon,city_medium,177000,3144,2295,37728,2923,35080,3870,7.25,1.076,1.5,59.3,907,690,11,298,47,1367,1.68,21.9,bls_modeled
2014,Eugene,Oregon,city_medium,177000,3353,2448,40236,2962,35540,3936,7.25,1.132,1.6,59.6,897,713,11,299,49,1394,1.76,21.3,bls_modeled
2015,Eugene,Oregon,city_medium,177000,3501,2556,42012,3017,36200,4027,7.25,1.16,0.1,58.9,877,709,10,290,50,1362,1.88,20.3,bls_modeled
2016,Eugene,Oregon,city_medium,177000,3551,2592,42612,3087,37040,4136,7.25,1.15,1.3,59.2,937,756,11,309,48,1448,1.79,21.3,bls_modeled
2017,Eugene,Oregon,city_medium,177000,3549,2591,42588,3141,37690,4218,7.25,1.13,2.1,61.0,915,777,10,293,51,1438,1.8,21.9,bls_modeled
2018,Eugene,Oregon,city_medium,177000,3606,2632,43272,3220,38640,4330,7.25,1.12,2.4,60.5,990,770,11,302,53,1465,1.8,21.4,bls_modeled
2019,Eugene,Oregon,city_medium,177000,3886,2837,46632,3318,39810,4458,7.25,1.171,1.8,61.6,966,754,11,321,51,1468,1.93,19.4,bls_modeled
2020,Eugene,Oregon,city_medium,177000,4159,3036,49908,3496,41950,4692,7.25,1.19,1.2,61.0,954,797,12,329,52,1542,1.97,19.2,bls_modeled
2021,Eugene,Oregon,city_medium,177000,4607,3363,55284,3813,45760,4855,7.25,1.208,4.7,61.7,1052,838,12,337,54,1599,2.1,18.2,bls_modeled
2022,Eugene,Oregon,city_medium,177000,4660,3402,55920,3859,46310,5158,7.25,1.208,8.0,62.2,1088,869,13,364,61,1694,2.01,18.6,bls_modeled
2023,Eugene,Oregon,city_medium,177000,4692,3425,56304,4005,48060,5456,7.25,1.172,4.1,63.1,1121,938,14,378,64,1806,1.9,20.0,bls_modeled
2024,Eugene,Oregon,city_medium,177000,4999,3649,59988,4167,50000,5660,7.25,1.2,2.9,62.3,1162,974,14,381,67,1852,1.97,19.5,bls_modeled
